Name: Jota do Barrio do Ceo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-do-barrio-do-ceo/jota-do-barrio-do-ceo-partitura/@@display-file/midi/Jota%20do%20Barrio%20do%20Ceo.midi , File: 0.mid, Tracks: 2, Length: 27.2727 
Name: Muiñeira de Ínsua DO , Link: https://www.box.com/s/6pfr282gb9d2g1h7y8af , File: 448.gp5, Tracks: 1, Length: 48.6520685 
Name: Muiñeira Nº1 , Link: https://www.box.com/s/kambc8zf50xh9googweq , File: 449.gp5, Tracks: 1, Length: 26.7390725 
Name: Muiñeira non sei o seu nome , Link: https://www.box.com/s/53kk1jr9fhzgjfuzlli0 , File: 450.gp5, Tracks: 1, Length: 55.909035 
Name: Muiñeira Os Nogais DO , Link: https://www.box.com/s/jf8gbklu1rrrogxo5p50 , File: 451.gp5, Tracks: 2, Length: 54.480965 
Name: Muiñeira de Pazos de Borbén , Link: https://www.box.com/s/aaeppgtr2kcql8nwg1xp , File: 452.gp5, Tracks: 1, Length: 52.4999475 
Name: Muiñeira de Pontesampaio , Link: https://www.box.com/s/mh7y0wuz2tjy5xg4hyc9 , File: 453.gp5, Tracks: 2, Length: 54.9 
Name: Muiñeira de Recolleita DO , Link: https://www.box.com/s/l8c9gy5lqn8ekyrq1r3r , File: 454.gp5, Tracks: 2, Length: 57.1874695 
Name: Muiñeira Ruada DO , Link: https://www.box.com/s/dz4qvt1k93tx8mvw0k66 , File: 455.gp5, Tracks: 1, Length: 37.090872 
Name: Muiñeira Rubias DO , Link: https://www.box.com/s/f7f1i4fhv3xys3yrx955 , File: 456.gp5, Tracks: 1, Length: 50.714235 
Name: Muiñeira de Sabaxáns DO , Link: https://www.box.com/s/28rofm6e8qx81hauewts , File: 457.gp5, Tracks: 1, Length: 40.090869 
Name: Muiñeira de San Salvador , Link: https://www.box.com/s/06j8m791rqe51tqz6one , File: 458.gp5, Tracks: 2, Length: 68.57136 
Name: Muiñeira de Sarria DO , Link: https://www.box.com/s/tp08g9ewms0ba0otkfmx , File: 459.gp5, Tracks: 2, Length: 45.0 
Name: A Raposa DO , Link: https://www.box.com/s/l4b1cviwyuks3g4luu0o , File: 460.gp5, Tracks: 2, Length: 40.285674 
Name: Na Terra de Trasancos , Link: https://www.box.com/s/old2gpjy8g5ats1js19n , File: 461.gp5, Tracks: 2, Length: 82.428489 
Name: Rumba de Pepe DO , Link: https://www.box.com/s/ozdo8y73yz03im3btmlt , File: 462.gp5, Tracks: 2, Length: 86.16996 
Name: Rumba Vella DO , Link: https://www.box.com/s/a9s3m7wblp4a60m562g6 , File: 463.gp5, Tracks: 2, Length: 55.8 
Name: Pasocorredoiras de Arnoia DO , Link: https://www.box.com/s/pyc7lo4dt8ez48yfrisg , File: 464.gp5, Tracks: 1, Length: 37.95 
Name: Baile de verano DO , Link: https://www.box.com/s/4o8icconlvz9nisaakmy , File: 465.gp5, Tracks: 1, Length: 64.05 
Name: O Galo D' Ouro DO , Link: https://www.box.com/s/96rd6m5mbywantilpb14 , File: 466.gp5, Tracks: 1, Length: 46.86359 
Name: Pasodoble Tuxeiriñas , Link: https://www.box.com/s/zhtcriuoxc5ecwqg86i5 , File: 467.gp5, Tracks: 1, Length: 41.142816 
Name: Pasodoble Ventoxiño DO , Link: https://www.box.com/s/7k0anbziudoybhhkyjld , File: 468.gp5, Tracks: 2, Length: 53.409038 
Name: A miña Burriña DO , Link: https://www.box.com/s/009v08kvcjz8ccuthegb , File: 469.gp5, Tracks: 1, Length: 41.0454135 
Name: Foliada de Andrea DO , Link: https://www.box.com/s/gc7hwm4yz8lpjkxl5rh7 , File: 470.gp5, Tracks: 1, Length: 40.0433915 
Name: Foliada de Berducido DO , Link: https://www.box.com/s/f5k9iamkgyoaoi80qiqz , File: 471.gp5, Tracks: 2, Length: 63.818118 
Name: Foliada de Elviña , Link: https://www.box.com/s/qkixrtgfzxh04k6rmsqb , File: 472.gp5, Tracks: 2, Length: 37.8 
Name: Foliada da Ínsua DO , Link: https://www.box.com/s/i2gcactsuf1tkoodnl18 , File: 473.gp5, Tracks: 2, Length: 67.909023 
Name: Foliada de Padrenda , Link: https://www.box.com/s/iv7m8ok9urkbryu1lj6n , File: 474.gp5, Tracks: 1, Length: 59.0453955 
Name: Foliada de Pontevedra DO , Link: https://www.box.com/s/h26e2h8notlhfzchpit8 , File: 475.gp5, Tracks: 1, Length: 49.909041 
Name: Foliada de Tenorio , Link: https://www.box.com/s/jmre4wwq08szrpaenj4k , File: 476.gp5, Tracks: 1, Length: 28.133263 
Name: Foliada Xil de Cambados DO , Link: https://www.box.com/s/qvjsaiogtz2py2qzgwcg , File: 477.gp5, Tracks: 2, Length: 51.81813 
Name: Jota de Cambados , Link: https://www.box.com/s/alrif59kxe3awbnqkyt2 , File: 478.gp5, Tracks: 1, Length: 47.454498 
Name: Jota Cruzada , Link: https://www.box.com/s/1dejtsaw23dqkgp91kzu , File: 479.gp5, Tracks: 1, Length: 48.272679 
Name: Jota da Mahía , Link: https://www.box.com/s/vcga4zm6sqaeyp3jcmgc , File: 480.gp5, Tracks: 2, Length: 66.545388 
Name: Jota Muxicas DO , Link: https://www.box.com/s/niid9beuvzoyhrynvx7g , File: 481.gp5, Tracks: 1, Length: 56.999943 
Name: Jota de Paradela DO , Link: https://www.box.com/s/fvijfa04lquw3kyoxir9 , File: 482.gp5, Tracks: 1, Length: 39.75 
Name: No Adro de Sárdoma , Link: https://www.box.com/s/b66ysbwaa62o78gr6drt , File: 483.gp5, Tracks: 2, Length: 55.05 
Name: Ruada de Rebordelo , Link: https://www.box.com/s/ohhk331oyqrylf4674x8 , File: 484.gp5, Tracks: 1, Length: 127.1665395 
Name: Xota Os Nogais , Link: https://www.box.com/s/voaun40bjg01uhlcu79r , File: 485.gp5, Tracks: 2, Length: 74.31389 
Name: Xota Roubada , Link: https://www.box.com/s/ztrikzt1ugaq0erqcjjq , File: 486.gp5, Tracks: 2, Length: 38.454507 
Name: Aparta loureiro verde DO , Link: https://www.box.com/s/kjfksb6ov4ru2bhbsuh5 , File: 487.gp5, Tracks: 1, Length: 42.3912125 
Name: Catro vellos mariñeiros DO , Link: https://www.box.com/s/jc8gt7wbu5ifz3244044 , File: 488.gp5, Tracks: 2, Length: 50.0454045 
Name: Da la dá da banda do río , Link: https://www.box.com/s/29vo6grtkvnt80u79mut , File: 489.gp5, Tracks: 2, Length: 40.090869 
Name: Vals dos Vellos DO , Link: https://www.box.com/s/5jld9g3nyxu7wcgapxxv , File: 490.gp5, Tracks: 1, Length: 56.1 
Name: A Cachimba Dourada , Link: https://www.box.com/s/xlr8mmhrd2h9bz40dioe , File: 491.gp5, Tracks: 1, Length: 51.6817665 
Name: Agachadiña , Link: https://www.box.com/s/i3q15c7z5qhr8y7qwbw2 , File: 492.gp5, Tracks: 1, Length: 45.1363185 
Name: Brétemas Vagas , Link: https://www.box.com/s/stwmamh67ga398peqn74 , File: 493.gp5, Tracks: 1, Length: 39.25 
Name: Golpe de Carballiño , Link: https://www.box.com/s/ffbmut8daq9uik3y99k6 , File: 494.gp5, Tracks: 1, Length: 38.55 
Name: Marcha Procesional de San Benito , Link: https://www.box.com/s/s8bg3stvm1b0gb1tq2g6 , File: 495.gp5, Tracks: 1, Length: 68.0453865 
Name: Polca da Mahía  , Link: https://www.box.com/s/mh7pj92xcyvcrkrr2fzg , File: 496.gp5, Tracks: 2, Length: 54.1363095 
Name: Ribeirana de Pontevedra , Link: https://www.box.com/s/jyshrm6946oqfonnz9l8 , File: 497.gp5, Tracks: 1, Length: 53.3181285 
